run_accession	Acidobacteriota	Actinomycetota	Aquificota	Armatimonadota	Artverviricota	Atribacterota	Bacillota	Bacteroidota	Balneolota	Bdellovibrionota	Caldisericota	Calditrichota	Campylobacterota	Candidatus_Absconditabacteria	Candidatus_Bipolaricaulota	Candidatus_Cloacimonadota	Candidatus_Korarchaeota	Candidatus_Lokiarchaeota	Candidatus_Micrarchaeota	Candidatus_Nanohaloarchaeota	Candidatus_Omnitrophota	Candidatus_Saccharibacteria	Candidatus_Thermoplasmatota	Chlamydiota	Chlorobiota	Chloroflexota	Chordata	Chrysiogenota	Coprothermobacterota	Cossaviricota	Cressdnaviricota	Cyanobacteriota	Deferribacterota	Deinococcota	Dictyoglomota	Dividoviricota	Duplornaviricota	Elusimicrobiota	Euryarchaeota	Fibrobacterota	Fusobacteriota	Gemmatimonadota	Heterolobosea	Hofneiviricota	Ignavibacteriota	Kiritimatiellota	Kitrinoviricota	Lenarviricota	Lentisphaerota	Mycoplasmatota	Myxococcota	Nanoarchaeota	Negarnaviricota	Nitrososphaerota	Nitrospinota	Nitrospirota	Nucleocytoviricota	Peploviricota	Phixviricota	Pisuviricota	Planctomycetota	Preplasmiviricota	Pseudomonadota	Rhodothermota	Saleviricota	Spirochaetota	Streptophyta	Synergistota	Taleaviricota	Thermodesulfobacteriota	Thermomicrobiota	Thermoproteota	Thermotogota	Uroviricota	Verrucomicrobiota
SRR5930515	-1.360896	12.493837	-1.360896	-1.360896	-1.360896	-1.360896	15.802060	15.909037	-1.360896	-1.360896	-1.360896	-1.360896	7.849545	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	10.152040	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	13.274395	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	-1.360896	7.849545	-1.360896	-1.360896	-1.360896	-1.360896	7.849545
SRR5930516	-1.466675	14.950043	-1.466675	-1.466675	-1.466675	-1.466675	15.259554	15.429368	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	9.535441	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	11.870801	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	13.095524	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	-1.466675	7.743765	-1.466675	-1.466675	-1.466675	10.382730	-1.466675
SRR5930517	-1.701116	12.724160	-1.701116	-1.701116	-1.701116	-1.701116	15.249454	15.009753	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	10.728104	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	11.757721	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	11.839959	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	-1.701116	11.498210	-1.701116	-1.701116	-1.701116	8.607870	14.858455
SRR5930518	-1.414142	13.216734	-1.414142	-1.414142	-1.414142	-1.414142	15.201086	16.297669	-1.414142	-1.414142	-1.414142	-1.414142	8.894844	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	10.281113	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	7.796298	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	11.015078	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	-1.414142	12.044695	-1.414142
SRR5930519	-1.799652	10.994211	-1.799652	-1.799652	-1.799652	-1.799652	14.260815	15.781931	-1.799652	-1.799652	-1.799652	-1.799652	7.410789	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	8.797008	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	9.808593	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	-1.799652	10.243908	-1.799652	-1.799652	7.410789	-1.799652	-1.799652	-1.799652	7.410789	-1.799652	-1.799652	-1.799652	10.118746	12.940118
SRR5930520	-1.616279	13.123491	-1.616279	-1.616279	-1.616279	-1.616279	15.280683	14.994682	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	11.177583	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	10.538506	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	12.312561	-1.616279	-1.616279	-1.616279	-1.616279	7.594162	-1.616279	-1.616279	-1.616279	-1.616279	-1.616279	12.266891	9.385838
SRR5930521	-1.547459	13.722005	-1.547459	-1.547459	-1.547459	-1.547459	14.984070	16.090369	-1.547459	-1.547459	-1.547459	-1.547459	8.761527	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	11.189245	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	10.370938	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	-1.547459	7.662982	-1.547459	-1.547459	-1.547459	10.301946	9.049201
SRR5930522	-1.705200	13.607700	-1.705200	-1.705200	-1.705200	-1.705200	15.308576	14.159293	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	10.395518	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	-1.705200	13.547774	-1.705200	-1.705200	-1.705200	-1.705200	9.114599	-1.705200	10.395518	-1.705200	-1.705200	-1.705200	12.885039	13.129159
SRR5930523	-1.363256	10.791528	-1.363256	-1.363256	-1.363256	-1.363256	15.563099	15.900653	-1.363256	-1.363256	-1.363256	-1.363256	7.847184	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	8.945730	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	13.460213	-1.363256	-1.363256	7.847184	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	-1.363256	10.982583	-1.363256
SRR5930526	-1.359440	12.232928	-1.359440	-1.359440	-1.359440	-1.359440	15.668526	15.113529	-1.359440	-1.359440	-1.359440	-1.359440	9.237220	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	11.028958	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	10.489965	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	-1.359440	7.851000	-1.359440	-1.359440	-1.359440	9.460358	-1.359440
SRR5930527	-1.724967	10.981883	-1.724967	-1.724967	-1.724967	-1.724967	14.725306	15.360112	-1.724967	-1.724967	-1.724967	-1.724967	7.485473	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	7.485473	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	8.871692	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	-1.724967	9.970288	-1.724967	-1.724967	7.485473	-1.724967	-1.724967	-1.724967	7.485473	-1.724967	-1.724967	-1.724967	8.178570	12.368176
SRR5930528	-1.319256	12.811066	-1.319256	-1.319256	-1.319256	-1.319256	15.265086	15.377698	-1.319256	-1.319256	-1.319256	-1.319256	9.277404	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	9.682860	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	10.193679	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	-1.319256	7.891184	-1.319256	-1.319256	-1.319256	-1.319256	7.891184
SRR5930529	-1.556115	11.624520	-1.556115	-1.556115	-1.556115	-1.556115	15.376903	15.638007	-1.556115	-1.556115	-1.556115	-1.556115	7.654326	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	7.654326	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	11.021525	-1.556115	-1.556115	7.654326	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	-1.556115	13.743271	12.336358
SRR5930530	-1.453497	12.033511	-1.453497	-1.453497	-1.453497	-1.453497	15.433317	15.438404	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	8.450041	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	12.616657	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	-1.453497	10.395908	-1.453497	-1.453497	-1.453497	9.702768	13.313672
SRR5930531	-1.267095	13.609672	-1.267095	-1.267095	-1.267095	-1.267095	15.617863	15.779220	-1.267095	-1.267095	-1.267095	-1.267095	7.943345	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	10.022699	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	11.950580	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	-1.267095	11.239086	-1.267095
SRR5930532	-1.708121	12.978683	-1.708121	-1.708121	-1.708121	-1.708121	15.603897	14.919799	-1.708121	-1.708121	-1.708121	-1.708121	9.111677	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	9.900123	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	-1.708121	9.293995	-1.708121	-1.708121	7.502319	-1.708121	7.502319	-1.708121	7.502319	-1.708121	-1.708121	-1.708121	7.502319	7.502319
SRR5930533	-1.532280	13.319968	-1.532280	-1.532280	-1.532280	-1.532280	15.128140	14.761449	-1.532280	-1.532280	-1.532280	-1.532280	7.678161	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	8.371258	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	14.662777	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	-1.532280	9.287519	-1.532280	-1.532280	-1.532280	7.678161	10.243018
SRR5930534	-1.437953	11.962044	-1.437953	-1.437953	-1.437953	-1.437953	15.506071	15.397007	-1.437953	-1.437953	-1.437953	-1.437953	7.772488	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	7.772488	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	11.485962	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	-1.437953	13.231974	13.214806
SRR5930536	-1.461128	12.719026	-1.461128	-1.461128	-1.461128	-1.461128	15.536594	15.732652	-1.461128	-1.461128	-1.461128	-1.461128	9.135531	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	9.135531	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	-1.461128	9.540988	-1.461128	-1.461128	7.749312	-1.461128	-1.461128	-1.461128	7.749312	-1.461128	-1.461128	-1.461128	9.135531	-1.461128
SRR11413606	-1.385890	13.157170	-1.385890	-1.385890	-1.385890	-1.385890	15.225682	16.124482	-1.385890	-1.385890	-1.385890	-1.385890	8.517648	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	7.824551	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	10.768895	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	-1.385890	8.923096	-1.385890	-1.385890	-1.385890	-1.385890	12.313088
SRR11413607	-2.146842	9.548413	-2.146842	-2.146842	-2.146842	-2.146842	14.378717	15.156349	-2.146842	-2.146842	-2.146842	-2.146842	7.756695	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	7.063598	-2.146842	-2.146842	-2.146842	-2.146842	7.063598	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	9.009423	-2.146842	7.063598	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	-2.146842	13.898683	-2.146842	-2.146842	7.063598	-2.146842	7.063598	-2.146842	7.063598	-2.146842	-2.146842	-2.146842	9.461403	9.366093
SRR11413608	-2.080553	12.541434	-2.080553	-2.080553	-2.080553	-2.080553	14.785651	14.714560	-2.080553	-2.080553	-2.080553	-2.080553	7.129887	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	7.129887	-2.080553	-2.080553	-2.080553	-2.080553	7.129887	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	10.125524	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	-2.080553	7.129887	-2.080553	10.595526	-2.080553	-2.080553	7.129887	-2.080553	-2.080553	-2.080553	9.963006	-2.080553	-2.080553	-2.080553	10.656151	9.963006
SRR11413609	-1.701054	11.743394	-1.701054	-1.701054	-1.701054	-1.701054	13.787808	16.422971	-1.701054	-1.701054	-1.701054	-1.701054	7.509386	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	7.509386	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	9.301062	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	12.337601	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	-1.701054	8.202483	-1.701054	-1.701054	-1.701054	10.342505	13.411920
SRR11413610	-2.283436	13.009123	-2.283436	-2.283436	-2.283436	-2.283436	14.203460	14.237454	-2.283436	-2.283436	-2.283436	-2.283436	8.025550	-2.283436	-2.283436	-2.283436	-2.283436	-2.283436	-2.283436	-2.283436	-2.283436	-2.283436	-2.283436	-2.283436	-2.283436	-2.283436	7.620101	-2.283436	-2.283436	-2.283436	-2.283436	6.927004	-2.283436	-2.283436	-2.283436	-2.283436	-2.283436	-2.283436	6.927004	-2.283436	6.927004	-2.283436	-2.283436	-2.283436	-2.283436	-2.283436	-2.283436	-2.283436	-2.283436	7.620101	-2.283436	-2.283436	-2.283436	-2.283436	-2.283436	-2.283436	-2.283436	-2.283436	-2.283436	-2.283436	6.927004	-2.283436	11.131598	-2.283436	-2.283436	6.927004	-2.283436	-2.283436	-2.283436	7.620101	-2.283436	-2.283436	-2.283436	9.491861	9.411819
SRR11413611	-1.778388	10.071017	-1.778388	-1.778388	-1.778388	-1.778388	14.632377	15.410949	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	7.432052	-1.778388	-1.778388	-1.778388	-1.778388	7.432052	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	7.432052	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	-1.778388	12.525703	-1.778388	-1.778388	-1.778388	-1.778388	7.432052	-1.778388	9.511406	-1.778388	-1.778388	-1.778388	10.427689	11.509491
SRR11413612	-1.428381	12.812397	-1.428381	-1.428381	-1.428381	-1.428381	14.544689	16.508765	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	7.782059	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	10.960017	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	-1.428381	7.782059	-1.428381	-1.428381	-1.428381	13.075264	12.236307
SRR11413613	-1.935613	12.626586	-1.935613	-1.935613	-1.935613	-1.935613	15.020163	15.545764	-1.935613	-1.935613	-1.935613	-1.935613	8.661047	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	7.967925	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	10.740467	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	-1.935613	12.695263	-1.935613	-1.935613	-1.935613	-1.935613	10.885648	-1.935613	7.274828	-1.935613	-1.935613	-1.935613	9.066504	13.395025
SRR11413614	-1.655432	10.445286	-1.655432	-1.655432	-1.655432	-1.655432	14.365051	15.648677	-1.655432	-1.655432	-1.655432	-1.655432	7.555009	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	7.555009	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	7.555009	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	13.611693	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	-1.655432	7.555009	-1.655432	-1.655432	-1.655432	10.773789	12.538516
SRR11413615	-1.884558	11.707810	-1.884558	-1.884558	-1.884558	-1.884558	14.521720	15.715369	-1.884558	-1.884558	-1.884558	-1.884558	7.325882	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	7.325882	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	7.325882	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	-1.884558	13.493299	-1.884558	-1.884558	7.325882	-1.884558	7.325882	-1.884558	9.523018	-1.884558	-1.884558	-1.884558	8.424428	8.712102
