genus	n_folds	folds_selected	folds_nonzero	pct_selected	pct_nonzero_of_sel	sign_pos_frac	mean_coef_nz	direction	binomial_p	bh_fdr_q	fdr_sig
Pipefishvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Photobacterium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phormidium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phoenicibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phocaeicola	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Petrocella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Petroclostridium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Petrotoga	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Petsuvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phabquatrovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phaeobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phaeovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phapecoctavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Parvimonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phasivirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phenylobacterium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phietavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phikmvvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phikzvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phlebovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phleivirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phnomibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phobosvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phayoncevirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrospirillum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitratiruptor	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrospina	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Martelella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marthavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Massilia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Massilistercora	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mastadenovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Matsuvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mazuvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mediterraneibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Megalocytivirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Megalodesulfovibrio	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Meiothermus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Melaminivora	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Melioribacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Melissococcus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Melittangium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mementomorivirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Menderavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marseillevirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marmoricola	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marixanthomonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marivirga	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marichromatium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maridesulfovibrio	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinagarivorans	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mariniblastus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinicauda	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mariniflexile	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinilactibacillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinilongibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mergibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinimicrobium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinithermus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinitoga	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinobacterium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinomonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mariprofundus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marisediminicola	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maritalea	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mariniplasma	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mesobacillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mesoflavibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mesomycoplasma	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanohalophilus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanolacinia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanolobus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanomassiliicoccus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanomethylovorans	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanomicrobium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanonatronarchaeum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanoplanus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanohalobium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanopyrus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanosalsum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanosarcina	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanosphaera	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanosphaerula	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanospirillum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanothermobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanothermococcus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanothermus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanoregula	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maricaulis	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanogenium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanofervidicoccus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mesoplasma	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mesorhizobium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mesotoga	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metaavulavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metabacillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metakosakonia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metallibacterium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metallosphaera	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanofollis	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metamorphoovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metapneumovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanobacterium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanocaldococcus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanocella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanococcoides	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanococcus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanocorpusculum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanoculleus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metamycoplasma	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanothrix	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maribius	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maribacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limnospira	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limnothrix	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lincruvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lipsvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Liquorilactobacillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Listeria	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Litorilituus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Litorivicinus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Littlefixvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Llyrvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lobdovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Loessnervirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Loigolactobacillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lokivirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Loktanella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lonsdalea	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luckybarnesvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limnohabitans	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limnoglobus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limnochorda	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limnobaculum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Leptotrichia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lessievirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Leucobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Leuconostoc	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Levilactobacillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Liberibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lichenicola	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lichenihabitans	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lughvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lidleunavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lignipirellula	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Likavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lillamyvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lilmcdreamyvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limdunavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limihaloglobus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limimaricola	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limnobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Ligilactobacillus	79	79	44	100.0	55.7	0.659	0.01618	R+	0.048767	1.0	False
Lullwatervirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lumosvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luteibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mahella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mahlunavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mahstovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maioricimonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Makelovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Malaciobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Malacoplasma	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mameliella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Magnetospirillum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mammaliicoccus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mangrovivirga	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Manhattanvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mannheimia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Manticavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marafivirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mardecavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mardivirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marfavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mangrovibacillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maribellus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Magnetospira	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mageeibacillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luteimicrobium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luteimonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luteipulveratus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luteitalea	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luteithermobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luteolibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lutibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lwoffvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Magnetococcus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lymphocryptovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lyngbya	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lysinibacillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lysobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Macariavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Macavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Macrococcus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Macropopoxvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maenadvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lymphocystivirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanotorris	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylacidimicrobium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylacidiphilum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nahantvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nakamurella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Namakavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nanchangia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nannocystis	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nanobdella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natranaeroarchaeum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natranaerobius	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natranaerofaba	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natrarchaeobaculum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natrialba	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natribaculum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natrinema	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natronobacterium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natronobiforma	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natronococcus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natronoglycomyces	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Naegleria	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Myxococcus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Myroides	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Myrnavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Murrayvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Muscodensovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Musicola	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Muvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycetocola	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycetohabitans	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycoavidus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycobacterium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natronomonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycobacteroides	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycolicibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycolicibacterium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycoplasma	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycoplasmoides	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycoplasmopsis	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mydovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Myoalterovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Myohalovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycolicibacillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natronorubrum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natronosporangium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nautilia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nickievirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nicoliella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nilusvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nisaea	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nissabacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitratifractor	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitratireductor	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudocitrobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nibricoccus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrincola	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrogeniibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrosarchaeum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrosococcus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrosomonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrosophilus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrosopumilus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrososphaera	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrosospira	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Muromegalovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nibribacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Niallia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Ndongobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neferthenavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neisseria	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neoasaia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neobacillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neochlamydia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neokomagataea	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neomicrococcus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Niastella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neorhizobium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neotabrizicola	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nepovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neptunevirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neptunomonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nesevirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nesterenkonia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nevevirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Niabella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neorickettsia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Muriicola	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Muricauda	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Muribaculum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylotuvimicrobium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methyloversatilis	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylovirgula	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylovorus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylovulum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metrivirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Micavibrio	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Micavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylotenera	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microbacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microbulbifer	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microcella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Micrococcus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microcystis	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microlunatus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Micromonospora	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Micropruina	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microscilla	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microbacterium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microterricola	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylosinus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methyloradius	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylibium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylobacillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylobacterium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylocaldum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylocapsa	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methyloceanibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylocella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylorubrum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylococcus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylogaea	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methyloligella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylomagnum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylomicrobium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylomonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylomusa	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylophaga	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylophilus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylocystis	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrospira	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microvenator	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microvirgula	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moonvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moorella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moorena	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mooreparkvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moraxella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Morganella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moritella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Morococcus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mooglevirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mosigvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mucilaginibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mucisphaera	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mucispirillum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mudcatvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mufasoctovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mumia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Murciavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Murdochiella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mosugukvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microvirga	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Montyvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mollyvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microwolfvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Miltoncostaea	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Miltonvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mimasvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mimivirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mingyongvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Minhovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Miniimonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mongoliitalea	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Miniphocaeibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mitsuaria	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mixta	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moabitevirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
