genus	n_folds	folds_selected	folds_nonzero	pct_selected	pct_nonzero_of_sel	sign_pos_frac	mean_coef_nz	direction	binomial_p	bh_fdr_q	fdr_sig
Mobiluncus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Modestobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moellerella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mogibacterium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moineauvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Minwuia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudoclavibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudopedobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudocnuella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thalassolituus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thalassomonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thalassospira	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thalassotalea	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thauera	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thaumasiovibrio	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thaumasvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermacetogenium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermaerobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermanaeromonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermanaerosceptrum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermanaerovibrio	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermincola	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermoactinomyces	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermoanaerobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermoanaerobacterium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermobacillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thalassoglobus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thalassococcus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thalassobius	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thalassobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tepiditoga	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tepovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tequatrovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tequintavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Terapinvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Terasakiella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Teredinibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Terribacillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermobaculum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Terricaulis	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Terrihabitans	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Terrisporobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Teseptimavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tessaracoccus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tetragenococcus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tetrasphaera	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Teubervirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thalassavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Terriglobus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermobifida	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermobispora	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermocaproicibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermosphaera	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermospira	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermostichus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermosulfidibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermosulfurimonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermosulfuriphilus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermosynechococcus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermotoga	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermosipho	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermotomaculum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermovirga	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thetisvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thioalkalivibrio	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thiobacillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thiocapsa	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thioclava	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thiocystis	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermovibrio	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tepidimonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermosediminibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermoplasma	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermochromatium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermoclostridium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermococcus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermocrinis	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermodesulfatator	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermodesulfobacterium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermodesulfobium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermodesulfomicrobium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermoproteus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermodesulfovibrio	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermogladius	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermogutta	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermoleophilum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermoleptolyngbya	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermomicrobium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermomonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermomonospora	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermophilibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thermofilum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thiodictyon	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tepidiforma	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tepidanaerobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfuricella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfuricurvum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfuriferula	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfuriflexus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfurifustis	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfurihydrogenibium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfurimicrobium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfurimonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfuriroseicoccus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfurisphaera	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfuritalea	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfuritortus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfurivermis	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfurospirillum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfurovum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Superficieibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Suspvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfuricaulis	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfuracidifex	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfolobus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfodiicoccus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Streptantibioticus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Streptobacillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Streptococcus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Streptomonospora	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Streptosporangium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Stupnyavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Stutzerimonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Stygiolobus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sutcliffiella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Subdoligranulum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Succinivibrio	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Suicoccus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Suipoxvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sukhumvitvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sukkupivirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfidibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfitobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Sulfobacillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Subtercola	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Suttonella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Svunavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Swingsia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tannerella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tannockella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Taranisvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tardibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tardiphaga	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tateyamaria	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tatlockia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tatumella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tankvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Taupapillomavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Taylorella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Teetrevirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tegunavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Telluria	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tellurirhabdus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Telmatocola	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tenacibaculum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tenuifilum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tautonia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tepidibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tanisvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tandoganvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Symbiobacterium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Symbiopectobacterium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Symmachiella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Synechococcus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Synechocystis	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Syntrophobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Syntrophobotulus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Syntrophomonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tangaroavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Syntrophotalea	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Syntrophus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tabernariusvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tabrizicola	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tahibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Taipeivirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Takahashivirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tamkungvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tamlana	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Syntrophothermus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Streptacidiphilus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thioflavicoccus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thiolapillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Weissella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Weizmannia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Wenxinia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Wenyingzhuangia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Wenzhouxiangella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Whispovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Whopevirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Wielerella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Wifcevirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Wigglesworthia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Wildcatvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Williamsoniiplasma	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Wilnyevirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Wilsonroadvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Winkia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Winklervirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Winogradskyella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Weeksella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Webervirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Weaselvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Warwickvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vespertilionpoxvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vhulanivirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vibakivirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vibrio	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vipetofemvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vipunavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Virgibacillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Viridibacillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Wizardvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vitreoscilla	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vogesella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vulcanisaeta	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vulgatibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Waddlia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Wadgaonvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Waikavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Wanchaivirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Warsawvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vividuovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Woeseia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Wohlfahrtiimonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Wolbachia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Yokenella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Yokohamavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Yoloswagvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Yongloolinvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Yonseivirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Yoonia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Youhaiella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Yushanvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Yinghuangia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Zetavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Zhonglingvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Zhongshania	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Zhouia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Zobellella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Zobellia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Zophobihabitans	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Zunongwangia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Zurivirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Zhaonella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vespertiliibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Yimella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Yeceytrevirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Wolinella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Wotdevirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Wphvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Wulfhauvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Xanthobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Xanthomonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Xenorhabdus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Xiamenia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Yersinia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Xianfuyuplasma	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Xooduovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Xuanwuvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Xylanimonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Xylella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Xylophilus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Yangia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Yangvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Yatapoxvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Xipdecavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thiohalobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vesivirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Verrucomicrobium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tolypothrix	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tomitella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Torchivirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Toursvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Toutatisvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Trabulsiella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Traversvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Treponema	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Triatovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Trichlorobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Trichormus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Trichothermofontia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Trichovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tritonibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tritonvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tropheryma	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Truepera	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tolumonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tobamovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tlsvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tistrella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thiomicrorhabdus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thiomicrospira	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thiomonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thiopseudomonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thiospirochaeta	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thiosulfatimonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thiosulfativibrio	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thiothrix	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Trueperella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thiwvovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tibrovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tichowtungia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tidunavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tiilvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Timquatrovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Timshelvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tinduovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tissierella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Thomasclavelia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tsarbombavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tsukamurella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tsuneonella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Uruburuella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Usitatibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Uukuvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vaginimicrobium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vagococcus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vallitalea	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vapseptimavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Varicellovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Ureibacillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Variibacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Varunaivibrio	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vectrevirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vedamuthuvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Velarivirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vellamovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Venatoribacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vequintavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Verminephrobacter	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Variovorax	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Vescimonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Urechidicola	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Urbifossiella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tulanevirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tumebacillus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tunggulvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tungrovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tupanvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Turbidovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Turicimonas	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Turneriella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Ureaplasma	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tuwongella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tybeckvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tymovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Tyzzerella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Uetakevirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Uliginvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Unaquatrovirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Undibacterium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Unicornvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Twortvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Stormageddonvirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Stigmatella	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Stieleria	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Rosavirus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Roseateles	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Roseburia	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Roseibacterium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Roseibium	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Roseicitreum	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Roseiflexus	79	0	0	0.0	0.0		0.0	none	1.0	1.0	False
