genus	n_folds	folds_selected	folds_nonzero	pct_selected	pct_nonzero_of_sel	sign_pos_frac	mean_coef_nz	direction	binomial_p	bh_fdr_q	fdr_sig
Phaeobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phaeovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phapecoctavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phascolarctobacterium	39	39	15	100.0	38.5	0.8	0.0224	R+	0.035156	1.0	False
Phasivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phayoncevirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phenylobacterium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Petrotoga	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phietavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phikzvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phlebovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phleivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phnomibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phobosvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phocaeicola	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phoenicibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phormidium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phikmvvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pegunavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitratifractor	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrosopumilus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Martelella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marthavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marvinbryantia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Massilia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Massilistercora	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mastadenovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Matsuvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mazuvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mediterraneibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Megalocytivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Megalodesulfovibrio	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Megamonas	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Megasphaera	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Meiothermus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Melaminivora	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Melioribacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Melissococcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marseillevirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marmoricola	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marixanthomonas	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marivirga	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marichromatium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maridesulfovibrio	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinagarivorans	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mariniblastus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinicauda	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mariniflexile	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinilactibacillus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinilongibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Melittangium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinimicrobium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinithermus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinitoga	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinobacterium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinomonas	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mariprofundus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marisediminicola	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maritalea	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mariniplasma	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mementomorivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Menderavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mergibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanofollis	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanogenium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanohalobium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanohalophilus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanolacinia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanolobus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanomassiliicoccus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanomethylovorans	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanofervidicoccus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanomicrobium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanoplanus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanopyrus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanoregula	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanosalsum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanosarcina	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanosphaera	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanosphaerula	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanospirillum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanonatronarchaeum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maricaulis	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanoculleus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanococcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mesobacillus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mesoflavibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mesomycoplasma	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mesoplasma	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mesorhizobium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mesotoga	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metaavulavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metabacillus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanocorpusculum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metakosakonia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metallosphaera	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metamorphoovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metamycoplasma	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metapneumovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanobacterium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanocaldococcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanocella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanococcoides	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metallibacterium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maribius	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maribellus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maribacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limnohabitans	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limnospira	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limnothrix	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lincruvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lipsvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Liquorilactobacillus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Listeria	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Litorilituus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limnoglobus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Litorivicinus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Llyrvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lobdovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Loessnervirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Loigolactobacillus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lokivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Loktanella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lonsdalea	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luckybarnesvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Littlefixvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lughvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limnochorda	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limnobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Leptothermofonsia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Leptothrix	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Leptotrichia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lessievirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Leucobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Leuconostoc	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Levilactobacillus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Liberibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limnobaculum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lichenicola	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lidleunavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lignipirellula	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Likavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lillamyvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lilmcdreamyvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limdunavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limihaloglobus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limimaricola	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lichenihabitans	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanothermobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lullwatervirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luteibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mahella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mahlunavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mahstovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maioricimonas	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Makelovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Malaciobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Malacoplasma	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mameliella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Magnetospirillum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mammaliicoccus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mangrovivirga	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Manhattanvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mannheimia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Manticavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marafivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mardecavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mardivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marfavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mangrovibacillus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lumosvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Magnetospira	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mageeibacillus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luteimicrobium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luteimonas	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luteipulveratus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luteitalea	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luteithermobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luteolibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lutibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lwoffvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Magnetococcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lymphocryptovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lyngbya	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lysinibacillus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lysobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Macariavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Macavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Macrococcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Macropopoxvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maenadvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lymphocystivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrososphaera	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanothermococcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanothrix	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Myroides	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Myxococcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Naegleria	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nahantvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nakamurella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Namakavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nanchangia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nannocystis	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nanobdella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natranaeroarchaeum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natranaerobius	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natranaerofaba	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natrarchaeobaculum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natrialba	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natribaculum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natrinema	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natronobacterium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Myrnavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Myohalovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Myoalterovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mydovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Muricauda	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Muriicola	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Muromegalovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Murrayvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Muscodensovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Musicola	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Muvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycetocola	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natronobiforma	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycetohabitans	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycobacterium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycobacteroides	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycolicibacillus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycolicibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycolicibacterium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycoplasma	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycoplasmoides	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycoplasmopsis	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycoavidus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natronococcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natronoglycomyces	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natronomonas	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Niastella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nibribacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nibricoccus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nickievirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nicoliella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nilusvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nisaea	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nissabacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Niallia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudodesulfovibrio	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitratiruptor	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrincola	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrogeniibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrosarchaeum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrosococcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrosomonas	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrosophilus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitratireductor	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Muribaculum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Niabella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nesterenkonia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natronorubrum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natronosporangium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nautilia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Ndongobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neferthenavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neisseria	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neoasaia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neobacillus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nevevirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neochlamydia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neomicrococcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neorhizobium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neorickettsia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neotabrizicola	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nepovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neptunevirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neptunomonas	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nesevirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neokomagataea	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Murdochiella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Murciavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mumia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylorubrum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylosinus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylotenera	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylotuvimicrobium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methyloversatilis	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylovirgula	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylovorus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylovulum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methyloradius	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metrivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Micavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microbacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microbacterium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microbulbifer	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microcella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Micrococcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microcystis	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microlunatus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Micavibrio	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Micromonospora	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylophilus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylomusa	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanotorris	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylacidimicrobium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylacidiphilum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylibium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylobacillus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylobacterium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylocaldum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylophaga	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylocapsa	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylocella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylococcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylocystis	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylogaea	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methyloligella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylomagnum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylomicrobium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylomonas	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methyloceanibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanothermus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Micropruina	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microterricola	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mongoliitalea	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Montyvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mooglevirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moonvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moorella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moorena	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mooreparkvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moraxella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mollyvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Morganella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Morococcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mosigvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mosugukvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mucilaginibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mucisphaera	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mucispirillum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mudcatvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mufasoctovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moritella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microscilla	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moineauvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moellerella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microvenator	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microvirga	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microvirgula	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microwolfvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Miltoncostaea	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Miltonvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mimasvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mimivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mogibacterium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mingyongvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Miniimonas	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Miniphocaeibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Minwuia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mitsuaria	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mixta	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moabitevirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mobiluncus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Modestobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
