genus	n_folds	folds_selected	folds_nonzero	pct_selected	pct_nonzero_of_sel	sign_pos_frac	mean_coef_nz	direction	binomial_p	bh_fdr_q	fdr_sig
Enterobacter	39	39	39	100.0	100.0	1.0	0.19397	R+	0.0	0.0	True
Carjivirus	39	39	39	100.0	100.0	0.0	-0.15204	NR+	0.0	0.0	True
Faecalibacillus	39	39	39	100.0	100.0	1.0	0.1717	R+	0.0	0.0	True
Christensenella	39	39	39	100.0	100.0	1.0	0.21064	R+	0.0	0.0	True
Prevotella	39	39	39	100.0	100.0	1.0	0.16899	R+	0.0	0.0	True
Escherichia	39	39	39	100.0	100.0	1.0	0.11598	R+	0.0	0.0	True
Limosilactobacillus	39	39	34	100.0	87.2	0.0	-0.03388	NR+	0.0	0.0	True
Blohavirus	39	39	39	100.0	100.0	1.0	0.09585	R+	0.0	0.0	True
Brigitvirus	39	37	29	94.9	78.4	0.0	-0.03099	NR+	0.0	0.0	True
Novisyntrophococcus	39	39	39	100.0	100.0	1.0	0.23628	R+	0.0	0.0	True
Ligilactobacillus	39	39	38	100.0	97.4	1.0	0.05062	R+	0.0	0.0	True
Lactobacillus	39	39	23	100.0	59.0	0.0	-0.02173	NR+	0.0	1.7e-05	True
Streptomyces	39	31	22	79.5	71.0	0.0	-0.02454	NR+	0.0	3.3e-05	True
Maliibacterium	39	39	23	100.0	59.0	0.043	-0.01528	NR+	6e-06	0.000383	True
Oxalobacter	39	12	12	30.8	100.0	1.0	0.13333	R+	0.000488	0.031943	True
Acidaminococcus	39	39	11	100.0	28.2	0.0	-0.01916	NR+	0.000977	0.062433	False
Butyricimonas	39	39	21	100.0	53.8	0.143	-0.01299	NR+	0.00149	0.093119	False
Cohcovirus	39	38	10	97.4	26.3	1.0	0.01436	R+	0.001953	0.119438	False
Corynebacterium	39	28	11	71.8	39.3	0.091	-0.01965	NR+	0.011719	0.70138	False
Nocardiopsis	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paraburkholderia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Parachlamydia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paracholeplasma	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paraclostridium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paracoccus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Parabacteroides	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nochtlivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pantoea	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pannonibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pankowvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Panjvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pandoravirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paludisphaera	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Panacibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paeniglutamicibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nonagvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paenisporosarcina	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pagevirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pahexavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nodularia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pahsextavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pajaroellobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nodensvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pakpunavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Palaemonvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Palaeococcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paludibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paludibacterium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paludibaculum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paraconexibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pamirivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pandoraea	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nocardioides	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Parafannyhessea	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paradesulfovibrio	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrospira	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Parashewanella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Parasphingopyxis	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Parasphingorhabdus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrospina	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Parasynechococcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paraurantiacibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Parasedimentitalea	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Parazoarcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Parlovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paroceanicella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Parolsenella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Parvibaculum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Parvicella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Parvimonas	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Parvularcula	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paremcibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Parascardovia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Parasaccharibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrospirillum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paradevosia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paeniclostridium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paraflavitalea	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nocardia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Parageobacillus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paraglaciecola	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paralcaligenes	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paraliobacillus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paralysiella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paraneptunicella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paraoerskovia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paraphotobacterium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Parapoxvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Niveispirillum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Niveibacterium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pararhizobium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pararhodospirillum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paracrocinitomix	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paenibacillus	39	39	10	100.0	25.6	0.5	-0.00914	NR+	1.0	1.0	False
Pacinivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paenalkalicoccus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oceanobacillus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oceanotoga	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Octadecabacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Odonatavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Odoribacter	39	39	17	100.0	43.6	0.765	0.02365	R+	0.049042	1.0	False
Oecophyllibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oengusvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oenococcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oerskovia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nosocomiicoccus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oleidesulfovibrio	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oleiphilus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oligella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Olivibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Olleya	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nostoc	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Novacetimonas	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oceanithermus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oceanispirochaeta	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Obolenskvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Occallatibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nymphadoravirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Novosphingopyxis	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Occultella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oceanicoccus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oceanicola	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nordella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Novosphingobium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oceanihabitans	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Novosibvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oceanimonas	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oceanirhabdus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Noviherbaspirillum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Novibacillus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oceanisphaera	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oceanidesulfovibrio	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Olsenella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Omegavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oneupvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oryzopoxvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oscillatoria	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oscillibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Ostreavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Otagovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Otariodibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nonlabens	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oryzomicrobium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Ottowia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oxychlovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oxynema	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pacehavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pacificitalea	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Obesumbacterium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pacuvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paenalcaligenes	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Owenweeksia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paenarthrobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthotospovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nonomuraea	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Opitutus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orbivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oricola	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orientia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Ornithinimicrobium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Ornithobacterium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orrella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pasteurella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthoavulavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthobunyavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthoflavivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthohantavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthohepadnavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthonairovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthophasmavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthopoxvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthobornavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthoreovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Abidjanvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paucilactobacillus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Polyangium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Polybotosvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Polycladomyces	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Polymorphobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Polymorphospora	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Polymorphum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Polynucleobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Polystyrenella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pontibacillus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pontibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pontibrevibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Ponticoccus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pontimonas	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pontivivens	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Poriferisphaera	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Porphyrobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Poseidonibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pollyceevirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pospiviroid	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pollockvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Polaribacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pithovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Planctomyces	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Planctopirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Planktothrix	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Planococcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Plantactinospora	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Plantibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Plasmopamonavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Plateaulakevirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pleakleyvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pleetrevirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Plesiomonas	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pleurocapsa	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Plotvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pluralibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pogseptimavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pokrovskaiavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Polaromonas	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Potexvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Potyvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pourcelvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Przondovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudactinotalea	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudalkalibacillus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudanabaena	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudarthrobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudazoarcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudemcibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudescherichia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudoalteromonas	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudobdellovibrio	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudobutyrivibrio	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudochrobactrum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudocitrobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudoclavibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudoclostridium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudocnuella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Prymnesiovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Providencia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Protofrankia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Proteus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pradoshia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pradovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pragia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Prasinovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Prauserella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Predatorvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Prescottella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Priestia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pistricoccus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Privateervirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Prochlorococcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Profundibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Propionibacterium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Propioniciclava	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Prosthecochloris	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Protaetiibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Proteiniclasticum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Proteiniphilum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Proboscivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Piscirickettsia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Piscinibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pirellulimonas	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pengzhenrongella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Peptacetobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Peptoclostridium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Peptoniphilus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Peptostreptococcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Percavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Peribacillus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Perisivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Periweissella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Permianibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Persephonella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Persicimonas	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Persicobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pestivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Peterkaempfera	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Peteryoungia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Petrimonas	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pelosinus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pelolinea	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pelodictyon	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pelobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pauljensenia	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paundivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pbunavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Peatvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pebcunavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pectinatus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pectobacterium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pediococcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Petrocella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pedobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Peduovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pegivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrosospira	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pelagerythrobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pelagibacterium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pelagivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pelagovum	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pelistega	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pedococcus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paucibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Petroclostridium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Petsuvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phreatobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phycicoccus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phycisphaera	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phyllobacterium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phytobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phytohabitans	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phytoreovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Picrophilus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pigmentibacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pigmentiphaga	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pijolavirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pikeienuella	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pimelobacter	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pipefishvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pipoluvirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pippivirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pirellula	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phrappuccinovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phototrophicus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Photorhabdus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Photobacterium	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phabquatrovirus	39	0	0	0.0	0.0		0.0	none	1.0	1.0	False
