genus	n_folds	folds_selected	folds_nonzero	pct_selected	pct_nonzero_of_sel	sign_pos_frac	mean_coef_nz	direction	binomial_p	bh_fdr_q	fdr_sig
Pipefishvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pipoluvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pippivirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phototrophicus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Petroclostridium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Photorhabdus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phormidium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Petsuvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phabquatrovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phaeobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phaeovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phapecoctavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phasivirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phayoncevirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phenylobacterium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phietavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phikmvvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phikzvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phlebovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phleivirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phnomibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phobosvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phocaeicola	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phoenicibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Photobacterium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Niveibacterium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitratiruptor	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrospira	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mastadenovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Matsuvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mazuvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mediterraneibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Megalocytivirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Megalodesulfovibrio	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Megamonas	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Megasphaera	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Meiothermus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Melaminivora	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Melioribacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Melissococcus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Melittangium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mementomorivirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Menderavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mergibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mesobacillus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Massilia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marthavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Martelella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marseillevirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mariniblastus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinicauda	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mariniflexile	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinilactibacillus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinilongibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinimicrobium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mariniplasma	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinithermus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mesoflavibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinitoga	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinobacterium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinomonas	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mariprofundus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marisediminicola	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maritalea	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marivirga	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marixanthomonas	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marmoricola	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mesomycoplasma	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mesoplasma	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mesorhizobium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanolobus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanomassiliicoccus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanomethylovorans	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanomicrobium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanonatronarchaeum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanoplanus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanopyrus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanoregula	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanolacinia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanosalsum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanosphaera	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanosphaerula	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanospirillum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanothermobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanothermococcus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanothermus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanothrix	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanotorris	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanosarcina	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marinagarivorans	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanohalophilus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanogenium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mesotoga	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metaavulavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metabacillus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metakosakonia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metallibacterium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metallosphaera	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metamorphoovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metamycoplasma	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanohalobium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metapneumovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanocaldococcus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanocella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanococcoides	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanococcus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanocorpusculum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanoculleus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanofervidicoccus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanofollis	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methanobacterium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylacidimicrobium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maridesulfovibrio	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maricaulis	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lipsvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Liquorilactobacillus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Listeria	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Litorilituus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Litorivicinus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Littlefixvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Llyrvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lobdovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Loessnervirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Loigolactobacillus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lokivirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Loktanella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lonsdalea	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luckybarnesvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lughvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lullwatervirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lumosvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lincruvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limnothrix	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limnospira	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limnohabitans	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Leucobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Leuconostoc	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Levilactobacillus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Liberibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lichenicola	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lichenihabitans	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lidleunavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lignipirellula	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luteibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Likavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lilmcdreamyvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limdunavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limihaloglobus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limimaricola	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limnobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limnobaculum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limnochorda	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Limnoglobus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lillamyvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luteimicrobium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luteimonas	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luteipulveratus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maioricimonas	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Makelovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Malaciobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Malacoplasma	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mameliella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mammaliicoccus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mangrovibacillus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mangrovivirga	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mahstovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Manhattanvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Manticavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marafivirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mardecavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mardivirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marfavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maribacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maribellus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maribius	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mannheimia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Marichromatium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mahlunavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Magnetospirillum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luteitalea	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luteithermobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Luteolibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lutibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lwoffvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lymphocryptovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lymphocystivirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lyngbya	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mahella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lysinibacillus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Macariavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Macavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Macrococcus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Macropopoxvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Maenadvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mageeibacillus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Magnetococcus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Magnetospira	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Lysobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrospirillum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylacidiphilum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylobacillus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nakamurella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Namakavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nanchangia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nannocystis	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nanobdella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natranaeroarchaeum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natranaerobius	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natranaerofaba	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natrarchaeobaculum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natrialba	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natribaculum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natrinema	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natronobacterium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natronobiforma	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natronococcus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natronoglycomyces	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natronomonas	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nahantvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Naegleria	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Myxococcus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Myroides	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Muscodensovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Musicola	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Muvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycetocola	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycetohabitans	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycoavidus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycobacterium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycobacteroides	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natronorubrum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycolicibacillus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycolicibacterium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycoplasma	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycoplasmoides	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycoplasmopsis	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mydovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Myoalterovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Myohalovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Myrnavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mycolicibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Natronosporangium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nautilia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Ndongobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nicoliella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nilusvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nisaea	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nissabacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitratifractor	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitratireductor	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudoclostridium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrincola	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nickievirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrosarchaeum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrosococcus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrosomonas	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrosophilus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrosopumilus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrososphaera	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrosospira	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrospina	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nitrogeniibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Murrayvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nibricoccus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Niastella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neferthenavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neisseria	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neoasaia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neobacillus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neochlamydia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neokomagataea	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neomicrococcus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neorhizobium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nibribacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neorickettsia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nepovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neptunevirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neptunomonas	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nesevirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nesterenkonia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Nevevirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Niabella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Niallia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Neotabrizicola	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylibium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Muromegalovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Muricauda	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylovirgula	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylovorus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylovulum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Metrivirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Micavibrio	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Micavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microbacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microbacterium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microbulbifer	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microcella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Micrococcus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microcystis	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microlunatus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Micromonospora	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Micropruina	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microscilla	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microterricola	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methyloversatilis	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylotuvimicrobium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylotenera	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylosinus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylobacterium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylocaldum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylocapsa	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methyloceanibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylocella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylococcus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylocystis	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microvenator	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylogaea	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylomagnum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylomicrobium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylomonas	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylomusa	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylophaga	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylophilus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methyloradius	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methylorubrum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Methyloligella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microvirga	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microvirgula	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Microwolfvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moorella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moorena	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mooreparkvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moraxella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Morganella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moritella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Morococcus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mosigvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moonvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mosugukvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mucisphaera	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mucispirillum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mudcatvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mufasoctovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mumia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Murciavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Murdochiella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Muribaculum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mucilaginibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Muriicola	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mooglevirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mongoliitalea	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Miltoncostaea	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Miltonvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mimasvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mimivirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mingyongvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Minhovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Miniimonas	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Miniphocaeibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Montyvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Minwuia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mixta	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Moabitevirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Mobiluncus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
