sig_f2	batch_f2	n_per_cohort	n_cohorts	n_total	method	n_reps	mean_auc	std_auc	r2_resp_diag	r2_batch_diag	ceiling_auc	delta_auc
0.007	0.08	80	4	320	mean_centering	10	0.49453125	0.052242132589323635	0.00256	0.08585	0.4546875000000001	0.0398437499999999
0.007	0.08	80	4	320	location_scale	10	0.5118554687500001	0.04040137614559692	0.00217	0.08282	0.4546875000000001	0.05716796875000002
0.007	0.08	80	4	320	quantile_mapping	10	0.532578125	0.0624104460946906	0.00197	0.07966	0.4546875000000001	0.07789062499999994
0.007	0.08	80	4	320	percentile_norm	10	0.47890625	0.03129952130911409	0.00171	0.08354	0.4546875000000001	0.0242187499999999
0.007	0.08	80	4	320	cohort_covariate	10	0.47193359375000005	0.04843829148168874	0.0029	0.0828	0.4546875000000001	0.01724609374999997
0.007	0.15	20	1	20	none	10	0.4700000000000001	0.20273134932713294	0.04621	0.0	0.525	-0.05499999999999994
0.007	0.15	20	1	20	mean_centering	10	0.5549999999999999	0.165	0.05288	0.0	0.525	0.029999999999999916
0.007	0.15	20	1	20	location_scale	10	0.47000000000000003	0.19390719429665318	0.05073	0.0	0.525	-0.05499999999999999
0.007	0.15	20	1	20	quantile_mapping	10	0.37	0.1646207763315433	0.03254	0.0	0.525	-0.15500000000000003
0.007	0.15	20	1	20	percentile_norm	10	0.43500000000000005	0.18309833423600555	0.02623	0.0	0.525	-0.08999999999999997
0.007	0.15	20	1	20	cohort_covariate	10	0.41	0.18275666882497066	0.04141	0.0	0.525	-0.11500000000000005
0.007	0.15	20	2	40	none	10	0.47125000000000006	0.10983652625606839	0.01937	0.11271	0.525	-0.053749999999999964
0.007	0.15	20	2	40	mean_centering	10	0.47874999999999995	0.12387619827876539	0.02632	0.10108	0.525	-0.04625000000000007
0.007	0.15	20	2	40	location_scale	10	0.5075	0.12859821149611686	0.02504	0.10828	0.525	-0.01750000000000007
0.007	0.15	20	2	40	quantile_mapping	10	0.47124999999999995	0.11124999999999999	0.01965	0.10205	0.525	-0.053750000000000075
0.007	0.15	20	2	40	percentile_norm	10	0.49000000000000005	0.09886859966642594	0.01609	0.0953	0.525	-0.034999999999999976
0.007	0.15	20	2	40	cohort_covariate	10	0.46749999999999997	0.08554969316134338	0.01961	0.09176	0.525	-0.05750000000000005
0.007	0.15	20	3	60	none	10	0.45777777777777773	0.10435575430607613	0.01276	0.16768	0.525	-0.0672222222222223
0.007	0.15	20	3	60	mean_centering	10	0.5005555555555556	0.1146236461072216	0.01273	0.16867	0.525	-0.02444444444444438
0.007	0.15	20	3	60	location_scale	10	0.5277777777777779	0.10683435892498995	0.00852	0.17539	0.525	0.002777777777777879
0.007	0.15	20	3	60	quantile_mapping	10	0.5183333333333333	0.09142392101268318	0.01126	0.18335	0.525	-0.00666666666666671
0.007	0.15	20	3	60	percentile_norm	10	0.45833333333333337	0.12235472615451225	0.01613	0.17723	0.525	-0.06666666666666665
0.007	0.15	20	3	60	cohort_covariate	10	0.4444444444444445	0.09486832980505139	0.01136	0.17494	0.525	-0.08055555555555555
0.007	0.15	20	4	80	none	10	0.5246875	0.06798509142635611	0.00682	0.1801	0.525	-0.00031250000000004885
0.007	0.15	20	4	80	mean_centering	10	0.52375	0.07667657318242646	0.01163	0.18464	0.525	-0.0012499999999999734
0.007	0.15	20	4	80	location_scale	10	0.5040625000000001	0.08769008371104454	0.01088	0.18449	0.525	-0.020937499999999942
0.007	0.15	20	4	80	quantile_mapping	10	0.45093750000000005	0.04592899581146969	0.00721	0.20827	0.525	-0.07406249999999998
0.007	0.15	20	4	80	percentile_norm	10	0.48250000000000004	0.1082459583541113	0.01951	0.17946	0.525	-0.04249999999999998
0.007	0.15	20	4	80	cohort_covariate	10	0.4653125	0.08756080476588826	0.01284	0.18842	0.525	-0.059687500000000004
0.007	0.15	40	1	40	none	10	0.475	0.10694624818103719	0.04933	0.0	0.55125	-0.07625000000000004
0.007	0.15	40	1	40	mean_centering	10	0.4887499999999999	0.07341023430013012	0.02403	0.0	0.55125	-0.06250000000000011
0.007	0.15	40	1	40	location_scale	10	0.52	0.14265342617687105	0.0196	0.0	0.55125	-0.03125
0.007	0.15	40	1	40	quantile_mapping	10	0.5062500000000001	0.1232692682707251	0.02744	0.0	0.55125	-0.04499999999999993
0.007	0.15	40	1	40	percentile_norm	10	0.46125	0.10314583122938126	0.02072	0.0	0.55125	-0.09000000000000002
0.007	0.15	40	1	40	cohort_covariate	10	0.53375	0.11153054514347178	0.02588	0.0	0.55125	-0.01750000000000007
0.007	0.15	40	2	80	none	10	0.4696874999999999	0.07197072429988462	0.01505	0.08755	0.55125	-0.0815625000000001
0.007	0.15	40	2	80	mean_centering	10	0.49468750000000006	0.06418129229962574	0.00898	0.08754	0.55125	-0.05656249999999996
0.007	0.15	40	2	80	location_scale	10	0.525625	0.0954614614648236	0.00921	0.08975	0.55125	-0.02562500000000001
0.007	0.15	40	2	80	quantile_mapping	10	0.5075000000000001	0.07307690726214403	0.01233	0.0879	0.55125	-0.043749999999999956
0.007	0.15	40	2	80	percentile_norm	10	0.49312500000000004	0.11387012887496001	0.01322	0.0867	0.55125	-0.05812499999999998
0.007	0.15	40	2	80	cohort_covariate	10	0.47687500000000005	0.061953863882731317	0.00907	0.08199	0.55125	-0.07437499999999997
0.007	0.15	40	3	120	none	10	0.4601388888888889	0.05885366477989875	0.0072	0.15475	0.55125	-0.09111111111111114
0.007	0.15	40	3	120	mean_centering	10	0.5183333333333333	0.057099382712712754	0.00842	0.14604	0.55125	-0.032916666666666705
0.007	0.15	40	3	120	location_scale	10	0.5179166666666666	0.07590617685791574	0.00544	0.15018	0.55125	-0.03333333333333344
0.007	0.15	40	3	120	quantile_mapping	10	0.5051388888888889	0.05089117080036672	0.0044	0.15773	0.55125	-0.0461111111111111
0.007	0.15	40	3	120	percentile_norm	10	0.4866666666666667	0.04386426876255974	0.00504	0.15671	0.55125	-0.06458333333333333
0.007	0.15	40	3	120	cohort_covariate	10	0.48069444444444437	0.05556406184878676	0.008	0.15348	0.55125	-0.07055555555555565
0.007	0.15	40	4	160	none	10	0.502890625	0.05000860521653373	0.01318	0.17685	0.55125	-0.04835937499999998
0.007	0.15	40	4	160	mean_centering	10	0.47625	0.046614117781660316	0.00913	0.16499	0.55125	-0.07500000000000001
0.007	0.15	40	4	160	location_scale	10	0.483203125	0.04614569371922069	0.00582	0.17116	0.55125	-0.068046875
0.007	0.15	40	4	160	quantile_mapping	10	0.5245312500000001	0.06384796394561067	0.00608	0.17097	0.55125	-0.026718749999999902
0.007	0.15	40	4	160	percentile_norm	10	0.5017968749999999	0.056110993606561854	0.00892	0.17064	0.55125	-0.0494531250000001
0.007	0.15	40	4	160	cohort_covariate	10	0.47874999999999995	0.04476473875649784	0.00557	0.16806	0.55125	-0.07250000000000006
0.007	0.15	80	1	80	none	10	0.505	0.06708495080865753	0.01247	0.0	0.4546875000000001	0.05031249999999993
0.007	0.15	80	1	80	mean_centering	10	0.499375	0.07870782600859969	0.00739	0.0	0.4546875000000001	0.044687499999999936
0.007	0.15	80	1	80	location_scale	10	0.5025000000000001	0.07183150858084493	0.01755	0.0	0.4546875000000001	0.04781249999999998
0.007	0.15	80	1	80	quantile_mapping	10	0.5190625	0.09542718510073532	0.01308	0.0	0.4546875000000001	0.0643749999999999
0.007	0.15	80	1	80	percentile_norm	10	0.49406249999999996	0.05344480944160995	0.01329	0.0	0.4546875000000001	0.03937499999999988
0.007	0.15	80	1	80	cohort_covariate	10	0.4731249999999999	0.0595097155933382	0.01118	0.0	0.4546875000000001	0.01843749999999983
0.007	0.15	80	2	160	none	10	0.47078124999999993	0.049644979841243775	0.00511	0.07561	0.4546875000000001	0.01609374999999985
0.007	0.15	80	2	160	mean_centering	10	0.47843749999999996	0.06373602021963326	0.0049	0.0838	0.4546875000000001	0.023749999999999882
0.007	0.15	80	2	160	location_scale	10	0.447421875	0.06696278737162997	0.0046	0.08111	0.4546875000000001	-0.007265625000000053
0.007	0.15	80	2	160	quantile_mapping	10	0.48218749999999994	0.07834406785934722	0.00522	0.07954	0.4546875000000001	0.027499999999999858
0.007	0.15	80	2	160	percentile_norm	10	0.5121875	0.06040654099774708	0.00497	0.07474	0.4546875000000001	0.05749999999999994
0.007	0.15	80	2	160	cohort_covariate	10	0.46820312500000005	0.10215216442770865	0.00552	0.07366	0.4546875000000001	0.013515624999999976
0.007	0.15	80	3	240	none	10	0.4946527777777778	0.06548452778809377	0.00226	0.14856	0.4546875000000001	0.0399652777777777
0.007	0.15	80	3	240	mean_centering	10	0.4706249999999999	0.044106298278584956	0.00308	0.14726	0.4546875000000001	0.015937499999999827
0.007	0.15	80	3	240	location_scale	10	0.49534722222222227	0.05837510904899007	0.00455	0.15057	0.4546875000000001	0.040659722222222194
0.007	0.15	80	3	240	quantile_mapping	10	0.5065625	0.029106439967952556	0.00257	0.14544	0.4546875000000001	0.05187499999999995
0.007	0.15	80	3	240	percentile_norm	10	0.5148958333333333	0.0462195559001601	0.00242	0.14212	0.4546875000000001	0.06020833333333325
0.007	0.15	80	3	240	cohort_covariate	10	0.4810416666666667	0.040216428373378826	0.00269	0.14368	0.4546875000000001	0.026354166666666623
0.007	0.15	80	4	320	none	10	0.507578125	0.0297379300292047	0.0039	0.16316	0.4546875000000001	0.05289062499999991
0.007	0.15	80	4	320	mean_centering	10	0.48580078125000004	0.031783537445719864	0.00277	0.16111	0.4546875000000001	0.031113281249999958
0.007	0.15	80	4	320	location_scale	10	0.5024218750000001	0.034771352231904314	0.00354	0.15846	0.4546875000000001	0.04773437500000005
0.007	0.15	80	4	320	quantile_mapping	10	0.5169726562500001	0.035160530338388785	0.0025	0.16671	0.4546875000000001	0.06228515625000003
0.007	0.15	80	4	320	percentile_norm	10	0.5088281250000001	0.03187136161832828	0.00446	0.16225	0.4546875000000001	0.054140625
0.007	0.15	80	4	320	cohort_covariate	10	0.49185546875	0.028024866506376006	0.0031	0.15722	0.4546875000000001	0.03716796874999995
0.027	0.0	20	1	20	none	10	0.5199999999999999	0.14696938456699069	0.11178	0.0	0.5199999999999999	0.0
0.027	0.0	20	1	20	mean_centering	10	0.475	0.1327591804735175	0.06027	0.0	0.5199999999999999	-0.04499999999999993
0.027	0.0	20	1	20	location_scale	10	0.425	0.15532224567009065	0.08842	0.0	0.5199999999999999	-0.09499999999999992
0.027	0.0	20	1	20	quantile_mapping	10	0.45500000000000007	0.1665082580534671	0.05449	0.0	0.5199999999999999	-0.06499999999999984
0.027	0.0	20	1	20	percentile_norm	10	0.48500000000000004	0.205	0.04204	0.0	0.5199999999999999	-0.034999999999999865
0.027	0.0	20	1	20	cohort_covariate	10	0.45999999999999996	0.2853068523537421	0.08726	0.0	0.5199999999999999	-0.05999999999999994
0.027	0.0	20	2	40	none	10	0.49874999999999997	0.08829106693205153	0.04256	0.02844	0.5199999999999999	-0.021249999999999936
0.027	0.0	20	2	40	mean_centering	10	0.45500000000000007	0.07314369419163898	0.04413	0.01801	0.5199999999999999	-0.06499999999999984
0.027	0.0	20	2	40	location_scale	10	0.4387499999999999	0.0924408594724216	0.04011	0.04151	0.5199999999999999	-0.08124999999999999
0.027	0.0	20	2	40	quantile_mapping	10	0.48250000000000004	0.11000000000000001	0.04203	0.02122	0.5199999999999999	-0.03749999999999987
0.027	0.0	20	2	40	percentile_norm	10	0.9525	0.049623583103198005	0.05412	0.02106	0.5199999999999999	0.4325000000000001
0.027	0.0	20	2	40	cohort_covariate	10	0.505	0.1366107609231425	0.04091	0.02213	0.5199999999999999	-0.014999999999999902
0.027	0.0	20	3	60	none	10	0.508888888888889	0.09310156408228545	0.03041	0.02978	0.5199999999999999	-0.01111111111111096
0.027	0.0	20	3	60	mean_centering	10	0.538888888888889	0.11714188927203718	0.04212	0.03528	0.5199999999999999	0.018888888888889066
0.027	0.0	20	3	60	location_scale	10	0.5272222222222224	0.12213254285689527	0.03103	0.03559	0.5199999999999999	0.007222222222222463
0.027	0.0	20	3	60	quantile_mapping	10	0.5472222222222223	0.08976134338027757	0.02726	0.02517	0.5199999999999999	0.02722222222222237
0.027	0.0	20	3	60	percentile_norm	10	0.9777777777777776	0.019720265943665397	0.04161	0.03413	0.5199999999999999	0.45777777777777773
0.027	0.0	20	3	60	cohort_covariate	10	0.48666666666666664	0.14331179855454426	0.03212	0.03212	0.5199999999999999	-0.03333333333333327
0.027	0.0	20	4	80	none	10	0.5478124999999999	0.0814066998548031	0.03248	0.0344	0.5199999999999999	0.027812500000000018
0.027	0.0	20	4	80	mean_centering	10	0.46531250000000013	0.12437696292420876	0.03174	0.03781	0.5199999999999999	-0.05468749999999978
0.027	0.0	20	4	80	location_scale	10	0.4915625	0.07251144844953794	0.03175	0.03448	0.5199999999999999	-0.028437499999999893
0.027	0.0	20	4	80	quantile_mapping	10	0.5231250000000001	0.0720134536041704	0.02803	0.03216	0.5199999999999999	0.0031250000000001554
0.027	0.0	20	4	80	percentile_norm	10	0.975	0.021286732957407985	0.03096	0.0367	0.5199999999999999	0.45500000000000007
0.027	0.0	20	4	80	cohort_covariate	10	0.5140625	0.0641691185949285	0.03361	0.03038	0.5199999999999999	-0.005937499999999929
0.027	0.0	40	1	40	none	10	0.52125	0.11538657850894099	0.04285	0.0	0.52125	0.0
0.027	0.0	40	1	40	mean_centering	10	0.4625	0.09168560410446125	0.05549	0.0	0.52125	-0.05874999999999997
0.027	0.0	40	1	40	location_scale	10	0.47625	0.08300037650517013	0.04514	0.0	0.52125	-0.044999999999999984
0.027	0.0	40	1	40	quantile_mapping	10	0.5025	0.1709166463513721	0.04994	0.0	0.52125	-0.018750000000000044
0.027	0.0	40	1	40	percentile_norm	10	0.425	0.13670223114492316	0.05081	0.0	0.52125	-0.09625
0.027	0.0	40	1	40	cohort_covariate	10	0.53	0.11834800378544626	0.04504	0.0	0.52125	0.008750000000000036
0.027	0.0	40	2	80	none	10	0.4765625	0.058900240078033635	0.03291	0.01692	0.52125	-0.04468749999999999
0.027	0.0	40	2	80	mean_centering	10	0.4774999999999999	0.06819090848492929	0.03012	0.01262	0.52125	-0.04375000000000007
0.027	0.0	40	2	80	location_scale	10	0.45531250000000006	0.08410895556508832	0.03015	0.01382	0.52125	-0.06593749999999993
0.027	0.0	40	2	80	quantile_mapping	10	0.468125	0.06849098937086542	0.04066	0.01033	0.52125	-0.05312499999999998
0.027	0.0	40	2	80	percentile_norm	10	0.9678125	0.028710910926858457	0.02757	0.01974	0.52125	0.4465625
0.027	0.0	40	2	80	cohort_covariate	10	0.5559375	0.05620571173154913	0.03296	0.01472	0.52125	0.03468749999999998
0.027	0.0	40	3	120	none	10	0.5044444444444445	0.07760347532627679	0.02384	0.01035	0.52125	-0.016805555555555518
0.027	0.0	40	3	120	mean_centering	10	0.48291666666666666	0.07983405338730405	0.03086	0.01456	0.52125	-0.03833333333333333
0.027	0.0	40	3	120	location_scale	10	0.5247222222222222	0.058104046734402115	0.02981	0.01663	0.52125	0.00347222222222221
0.027	0.0	40	3	120	quantile_mapping	10	0.5290277777777778	0.06730438619610589	0.03374	0.01762	0.52125	0.007777777777777772
0.027	0.0	40	3	120	percentile_norm	10	0.976388888888889	0.010847568994314804	0.03174	0.00975	0.52125	0.455138888888889
0.027	0.0	40	3	120	cohort_covariate	10	0.5129166666666667	0.04512093660101802	0.02478	0.01411	0.52125	-0.008333333333333304
0.027	0.0	40	4	160	none	10	0.47726562499999997	0.04074269309969119	0.0262	0.01425	0.52125	-0.04398437500000002
0.027	0.0	40	4	160	mean_centering	10	0.4578906250000001	0.06157167008162622	0.02145	0.02351	0.52125	-0.06335937499999988
0.027	0.0	40	4	160	location_scale	10	0.5292968750000001	0.05538423358753034	0.02202	0.02487	0.52125	0.00804687500000012
0.027	0.0	40	4	160	quantile_mapping	10	0.5370312499999998	0.03908468120232656	0.0259	0.01705	0.52125	0.015781249999999858
0.027	0.0	40	4	160	percentile_norm	10	0.981640625	0.010253441209692713	0.02192	0.01897	0.52125	0.46039062500000005
0.027	0.0	40	4	160	cohort_covariate	10	0.547734375	0.02958751666798222	0.02339	0.01648	0.52125	0.026484375000000004
0.027	0.0	80	1	80	none	10	0.48531250000000004	0.054361528503621005	0.03945	0.0	0.48531250000000004	0.0
0.027	0.0	80	1	80	mean_centering	10	0.529375	0.10116701846451738	0.03147	0.0	0.48531250000000004	0.044062500000000004
0.027	0.0	80	1	80	location_scale	10	0.47906249999999995	0.0719571541352908	0.02953	0.0	0.48531250000000004	-0.006250000000000089
0.027	0.0	80	1	80	quantile_mapping	10	0.468125	0.12768063185150674	0.03402	0.0	0.48531250000000004	-0.017187500000000022
0.027	0.0	80	1	80	percentile_norm	10	0.5165625000000001	0.05846423185375825	0.0278	0.0	0.48531250000000004	0.03125000000000011
0.027	0.0	80	1	80	cohort_covariate	10	0.5175000000000001	0.07458478816085756	0.03145	0.0	0.48531250000000004	0.032187500000000036
0.027	0.0	80	2	160	none	10	0.5071875	0.05042398362882489	0.02112	0.00401	0.48531250000000004	0.021874999999999978
0.027	0.0	80	2	160	mean_centering	10	0.463671875	0.04588571964759979	0.02424	0.00319	0.48531250000000004	-0.021640625000000024
0.027	0.0	80	2	160	location_scale	10	0.510703125	0.06322436679509431	0.02701	0.00554	0.48531250000000004	0.025390625
0.027	0.0	80	2	160	quantile_mapping	10	0.5206250000000001	0.06134698157560403	0.02601	0.00574	0.48531250000000004	0.03531250000000008
0.027	0.0	80	2	160	percentile_norm	10	0.9610156249999999	0.022541330312686184	0.02134	0.00697	0.48531250000000004	0.4757031249999999
0.027	0.0	80	2	160	cohort_covariate	10	0.49203125	0.04489815950083588	0.02026	0.00441	0.48531250000000004	0.00671874999999994
0.027	0.0	80	3	240	none	10	0.5113888888888889	0.04053610882691087	0.02408	0.00602	0.48531250000000004	0.026076388888888857
0.027	0.0	80	3	240	mean_centering	10	0.5133680555555555	0.03821124945958122	0.0228	0.0119	0.48531250000000004	0.0280555555555555
0.027	0.0	80	3	240	location_scale	10	0.4952430555555555	0.06446001705107834	0.02084	0.01177	0.48531250000000004	0.009930555555555443
0.027	0.0	80	3	240	quantile_mapping	10	0.4834027777777778	0.04176949118098661	0.02393	0.0081	0.48531250000000004	-0.0019097222222222432
0.027	0.0	80	3	240	percentile_norm	10	0.978611111111111	0.00891786726081305	0.02493	0.00706	0.48531250000000004	0.49329861111111095
0.027	0.0	80	3	240	cohort_covariate	10	0.525625	0.04717568172255334	0.02196	0.01334	0.48531250000000004	0.04031249999999997
0.027	0.0	80	4	320	none	10	0.508984375	0.06160925314627818	0.02165	0.00775	0.48531250000000004	0.02367187500000001
0.027	0.0	80	4	320	mean_centering	10	0.4995312500000001	0.019408835123710427	0.02183	0.01152	0.48531250000000004	0.014218750000000058
0.027	0.0	80	4	320	location_scale	10	0.49310546875000005	0.029375681767769904	0.01959	0.00872	0.48531250000000004	0.007792968750000018
0.027	0.0	80	4	320	quantile_mapping	10	0.50125	0.05906937170673245	0.02379	0.00798	0.48531250000000004	0.015937499999999938
0.027	0.0	80	4	320	percentile_norm	10	0.9789062499999999	0.01321906397381258	0.02383	0.00824	0.48531250000000004	0.49359374999999983
0.027	0.0	80	4	320	cohort_covariate	10	0.508515625	0.051168311541001925	0.02615	0.00968	0.48531250000000004	0.02320312499999999
0.027	0.04	20	1	20	none	10	0.465	0.10965856099730655	0.06255	0.0	0.5199999999999999	-0.05499999999999988
0.027	0.04	20	1	20	mean_centering	10	0.495	0.12338962679253067	0.08727	0.0	0.5199999999999999	-0.02499999999999991
0.027	0.04	20	1	20	location_scale	10	0.48	0.2193171219946131	0.04717	0.0	0.5199999999999999	-0.039999999999999925
0.027	0.04	20	1	20	quantile_mapping	10	0.5	0.18973665961010275	0.03457	0.0	0.5199999999999999	-0.019999999999999907
0.027	0.04	20	1	20	percentile_norm	10	0.43	0.10295630140987001	0.0652	0.0	0.5199999999999999	-0.08999999999999991
0.027	0.04	20	1	20	cohort_covariate	10	0.48	0.18193405398660253	0.06514	0.0	0.5199999999999999	-0.039999999999999925
0.027	0.04	20	2	40	none	10	0.46749999999999997	0.10401322031357359	0.03451	0.03083	0.5199999999999999	-0.052499999999999936
0.027	0.04	20	2	40	mean_centering	10	0.48250000000000004	0.1413329402510257	0.03824	0.05477	0.5199999999999999	-0.03749999999999987
0.027	0.04	20	2	40	location_scale	10	0.4774999999999999	0.13107726728918329	0.03774	0.02855	0.5199999999999999	-0.04249999999999998
0.027	0.04	20	2	40	quantile_mapping	10	0.51	0.12359207094308278	0.04013	0.03296	0.5199999999999999	-0.009999999999999898
0.027	0.04	20	2	40	percentile_norm	10	0.9375000000000002	0.04905354217587146	0.04203	0.04625	0.5199999999999999	0.4175000000000003
0.027	0.04	20	2	40	cohort_covariate	10	0.46125000000000005	0.12265933515228263	0.03888	0.02905	0.5199999999999999	-0.05874999999999986
0.027	0.04	20	3	60	none	10	0.4783333333333334	0.105334563987185	0.02602	0.06788	0.5199999999999999	-0.04166666666666652
0.027	0.04	20	3	60	mean_centering	10	0.48944444444444446	0.11294186202436571	0.03762	0.06849	0.5199999999999999	-0.030555555555555447
0.027	0.04	20	3	60	location_scale	10	0.4783333333333334	0.10527594545459106	0.05048	0.05206	0.5199999999999999	-0.04166666666666652
0.027	0.04	20	3	60	quantile_mapping	10	0.5555555555555556	0.12926668767787727	0.03014	0.04855	0.5199999999999999	0.035555555555555673
0.027	0.04	20	3	60	percentile_norm	10	0.9638888888888889	0.03298428357510535	0.03178	0.06773	0.5199999999999999	0.443888888888889
0.027	0.04	20	3	60	cohort_covariate	10	0.5333333333333334	0.12957670877434005	0.02956	0.04181	0.5199999999999999	0.01333333333333353
0.027	0.04	20	4	80	none	10	0.5199999999999999	0.06317139384246638	0.02448	0.06567	0.5199999999999999	0.0
0.027	0.04	20	4	80	mean_centering	10	0.5359375	0.07525023359598293	0.0275	0.05964	0.5199999999999999	0.01593750000000005
0.027	0.04	20	4	80	location_scale	10	0.47375000000000006	0.07006135703795638	0.03017	0.06233	0.5199999999999999	-0.04624999999999985
0.027	0.04	20	4	80	quantile_mapping	10	0.5665625	0.08465289883547995	0.03012	0.06276	0.5199999999999999	0.04656250000000006
0.027	0.04	20	4	80	percentile_norm	10	0.9734375	0.016785061252494717	0.02989	0.06755	0.5199999999999999	0.45343750000000005
0.027	0.04	20	4	80	cohort_covariate	10	0.46875	0.10286900043258901	0.02919	0.05814	0.5199999999999999	-0.05124999999999991
0.027	0.04	40	1	40	none	10	0.46875	0.1179578844333858	0.05035	0.0	0.52125	-0.05249999999999999
0.027	0.04	40	1	40	mean_centering	10	0.50875	0.12686730272217506	0.0385	0.0	0.52125	-0.012499999999999956
0.027	0.04	40	1	40	location_scale	10	0.44375	0.09172819904478664	0.03196	0.0	0.52125	-0.07750000000000001
0.027	0.04	40	1	40	quantile_mapping	10	0.47375	0.06506006839836553	0.03558	0.0	0.52125	-0.04749999999999999
0.027	0.04	40	1	40	percentile_norm	10	0.5137499999999999	0.12592780669891776	0.04583	0.0	0.52125	-0.007500000000000062
0.027	0.04	40	1	40	cohort_covariate	10	0.50625	0.060531500064016246	0.03466	0.0	0.52125	-0.015000000000000013
0.027	0.04	40	2	80	none	10	0.5296875000000001	0.08179206200023324	0.04237	0.02716	0.52125	0.008437500000000098
0.027	0.04	40	2	80	mean_centering	10	0.4756250000000001	0.07868300721883982	0.03228	0.02242	0.52125	-0.045624999999999916
0.027	0.04	40	2	80	location_scale	10	0.495	0.10070260982218883	0.02695	0.02161	0.52125	-0.026249999999999996
0.027	0.04	40	2	80	quantile_mapping	10	0.5071874999999999	0.09123769180689525	0.0275	0.01952	0.52125	-0.014062500000000089
0.027	0.04	40	2	80	percentile_norm	10	0.9712499999999998	0.018998355191963336	0.02862	0.02726	0.52125	0.44999999999999984
0.027	0.04	40	2	80	cohort_covariate	10	0.48718749999999994	0.058068689121160644	0.04447	0.0238	0.52125	-0.03406250000000005
0.027	0.04	40	3	120	none	10	0.4636111111111111	0.07764075231315759	0.02206	0.0348	0.52125	-0.057638888888888906
0.027	0.04	40	3	120	mean_centering	10	0.5302777777777777	0.039915999762464134	0.02554	0.04011	0.52125	0.009027777777777746
0.027	0.04	40	3	120	location_scale	10	0.4720833333333334	0.08790788967948918	0.02537	0.03899	0.52125	-0.04916666666666658
0.027	0.04	40	3	120	quantile_mapping	10	0.5019444444444444	0.06925864032205123	0.02558	0.03746	0.52125	-0.019305555555555576
0.027	0.04	40	3	120	percentile_norm	10	0.9727777777777777	0.00872239914894866	0.02612	0.03709	0.52125	0.45152777777777775
0.027	0.04	40	3	120	cohort_covariate	10	0.5226388888888888	0.04161130581470542	0.02726	0.04012	0.52125	0.001388888888888773
0.027	0.04	40	4	160	none	10	0.47179687500000006	0.02045458121248452	0.02587	0.04422	0.52125	-0.04945312499999993
0.027	0.04	40	4	160	mean_centering	10	0.5081249999999999	0.05411666361898154	0.02283	0.04691	0.52125	-0.013125000000000053
0.027	0.04	40	4	160	location_scale	10	0.4780468750000001	0.07069034760234684	0.02882	0.04846	0.52125	-0.0432031249999999
0.027	0.04	40	4	160	quantile_mapping	10	0.4846875	0.06856438010184299	0.03195	0.04304	0.52125	-0.0365625
0.027	0.04	40	4	160	percentile_norm	10	0.9747656250000001	0.009498213750654651	0.02341	0.04477	0.52125	0.4535156250000001
0.027	0.04	40	4	160	cohort_covariate	10	0.4964843750000001	0.0464213070059496	0.02412	0.04181	0.52125	-0.024765624999999902
0.027	0.04	80	1	80	none	10	0.460625	0.051693961204380544	0.01964	0.0	0.48531250000000004	-0.02468750000000003
0.027	0.04	80	1	80	mean_centering	10	0.48187500000000005	0.06774550261825506	0.03149	0.0	0.48531250000000004	-0.0034374999999999822
0.027	0.04	80	1	80	location_scale	10	0.49749999999999994	0.08280719322619262	0.03293	0.0	0.48531250000000004	0.012187499999999907
0.027	0.04	80	1	80	quantile_mapping	10	0.49906249999999996	0.06179366497667862	0.02944	0.0	0.48531250000000004	0.013749999999999929
0.027	0.04	80	1	80	percentile_norm	10	0.5053124999999998	0.06797934543852273	0.02411	0.0	0.48531250000000004	0.019999999999999796
0.027	0.04	80	1	80	cohort_covariate	10	0.514375	0.07318373709370136	0.02912	0.0	0.48531250000000004	0.02906249999999999
0.027	0.04	80	2	160	none	10	0.4746093750000001	0.049810737990323185	0.02311	0.01739	0.48531250000000004	-0.010703124999999925
0.027	0.04	80	2	160	mean_centering	10	0.478203125	0.059834213094521645	0.02501	0.01899	0.48531250000000004	-0.007109375000000029
0.027	0.04	80	2	160	location_scale	10	0.49289062499999997	0.05618100151866844	0.02038	0.02097	0.48531250000000004	0.007578124999999936
0.027	0.04	80	2	160	quantile_mapping	10	0.5081249999999999	0.05483261995324954	0.02106	0.01577	0.48531250000000004	0.022812499999999902
0.027	0.04	80	2	160	percentile_norm	10	0.9674999999999999	0.01472899722910558	0.02352	0.02032	0.48531250000000004	0.4821874999999999
0.027	0.04	80	2	160	cohort_covariate	10	0.450390625	0.062031692772349246	0.03163	0.01844	0.48531250000000004	-0.03492187500000005
0.027	0.04	80	3	240	none	10	0.5178819444444445	0.05324882310833584	0.01894	0.0335	0.48531250000000004	0.03256944444444443
0.027	0.04	80	3	240	mean_centering	10	0.49333333333333335	0.055939601398558685	0.0204	0.0336	0.48531250000000004	0.00802083333333331
0.027	0.04	80	3	240	location_scale	10	0.47454861111111113	0.060164514122903544	0.01878	0.03161	0.48531250000000004	-0.010763888888888906
0.027	0.04	80	3	240	quantile_mapping	10	0.5076736111111111	0.025674001815318228	0.01944	0.0296	0.48531250000000004	0.022361111111111054
0.027	0.04	80	3	240	percentile_norm	10	0.9737152777777778	0.013240098283105576	0.02149	0.02847	0.48531250000000004	0.48840277777777774
