observed_auc	n_perms	perm_auc_mean	perm_auc_std	perm_auc_min	perm_auc_max	n_perm_gte_obs	empirical_pval	runtime_sec
0.4289	100	0.4943	0.0795	0.2333	0.6721	79	0.79	269.3
